,name,origin,rating,roaster,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
800,Idido,"Yirgacheffe growing region, south-central Ethiopia",93,Counter Culture Coffee,9.0,9.0,8.0,9.0,8.0," High-toned, crisply sweet-tart. Lemon zest, cocoa nib, freesia-like flowers, apricot, fresh-cut oak in aroma and cup. Tart-leaning structure with juicy, vibrant acidity; crisp, satiny mouthfeel. A resonant finish centers around lemon zest and cocoa nib.","This coffee earned the highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Whole Foods Market in Berkeley, California. Processed by the washed method (fruit skin and pulp are removed before drying). Counter Culture was founded as a roastery in North Carolina in 1995 and has since expanded to 13 training centers across the U.S. Visit www.counterculturecoffee.com for more information.","A classic Ethiopia profile: cocoa- and citrus-toned. Given the distinction of the coffee, an outstanding value.","9.0,9.0,8.0,9.0,8.0"
801,Ethiopia FTO,Ethiopia,92,Equator Coffees,9.0,8.0,8.0,9.0,8.0,"Crisp, delicately sweet-toned. Bergamot, Fig Newton, baking chocolate, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. A crisp finish consolidates to notes of baking chocolate, dried fig, and cedar.","This coffee tied for the second-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Whole Foods Market in Berkeley, California. Certified fair trade and USDA organic. Processed by the washed method (fruit skin and pulp are removed before drying). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.","A friendly, straightforward washed Ethiopia cup with both organic and fair trade credentials.","9.0,8.0,8.0,9.0,8.0"
802,Colombia San Pascual Natural,"Fredonia, Antioquia Department, Colombia",92,Magnolia Coffee,8.0,8.0,9.0,9.0,8.0,"Fruit-forward, richly chocolaty. Raspberry liqueur, chocolate fudge, rhododendron, molasses, cedar in aroma and cup. Sweet structure with gentle, round acidity; plush, syrupy mouthfeel. Finish consolidates to notes of dark chocolate and cedar with hints of raspberry in the long.","Produced at Finca San Pascual from the Castillo, Colombia, Bourbon, Typica and Tabi varieties of Arabica and processed by the natural method (dried in the whole fruit). Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information.",A sweetly fermenty and chocolaty Colombia cup that invokes a rum-cordial-like combination of intense chocolate and fruity liqueur.,"8.0,8.0,9.0,9.0,8.0"
803,Kenya Kiambu AB Uklili 1905 Lot,"iambu growing region, south-central Kenya",94,Kakalove Cafe,9.0,9.0,9.0,9.0,8.0,"Deeply sweet-savory, richly aromatic. Red currant jam, honeysuckle, sandalwood, brown sugar, marjoram in aroma and cup. Sweet structure with savory underpinnings; vivacious, juicy acidity. The finish centers on notes of red currant and sandalwood.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A classic Kenya cup: bright and juicy with leading notes of dark berry and sweet florals; especially high-toned, lively acidity.","9.0,9.0,9.0,9.0,8.0"
804,Birambo Village DR Congo,"South Kivu Province, Democratic Republic of the Congo",91,JBC Coffee Roasters,8.0,8.0,8.0,9.0,8.0,"Rich-toned, sweetly savory. Dried apricot, baking chocolate, lily, cedar, toasted barley in aroma and cup. Sweet-savory structure with bright, balanced acidity; full, satiny mouthfeel. A quiet finish consolidates to notes of baking chocolate and lily with undertones of cedar.","Certified organic and fair trade. Produced from the Blue Mountain, Bourbon, Caturra, Catuaí, and Kabare 2 varieties of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ","A balanced, sweetly savory DR Congo cup with dried fruit and chocolate notes throughout.","8.0,8.0,8.0,9.0,8.0"
805,Birambo Village DR Congo Espresso,"South Kivu Province, Democratic Republic of the Congo",90,JBC Coffee Roasters,8.0,0.0,8.0,8.0,8.0,"Evaluated as espresso. Richly sweet, floral-toned. Tea rose, almond, dark chocolate, date, cedar in aroma and small cup. Crisp, velvety mouthfeel; the resonant finish centers around notes of tea rose and cedar. In three parts milk, both chocolaty and floral, with undertones of aromatic cedar and almond.","Certified organic and fair trade. Produced from the Blue Mountain, Bourbon, Caturra, Catuaí, and Kabare 2 varieties of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ","A sweetly rich Congo espresso that leads with pretty floral notes, both in the straight shot and in milk.","8.0,0.0,8.0,8.0,8.0"
807,Costa Rica Tarrazu Hacienda La Pradera,"Tarrazu, Costa Rica",91,Jampot Poorrock Abbey,8.0,8.0,8.0,9.0,8.0,"Crisply sweet, balanced. Apricot, cocoa nib, freesia-like flowers, brown sugar, oak in aroma and cup. Sweetly tart structure with pert, lively acidity; satin-smooth mouthfeel. Finish consolidates to cocoa-toned apricot with undertones of freesia and oak.","Produced at Hacienda La Pradera entirely of the Caturra variety of Arabica and processed by the wet, or washed, method. The Jampot opened in 1986  on the Keweenaw Peninsula, the northernmost point of Michigan’s Upper Peninsula, selling handmade preserves from locally grown berries under the Poorrock Abbey name. Over the years Poorrock has added a robust line of baked goods, candies and specialty coffees. Proceeds support the vision and works of Holy Transfiguration Skete, a Byzantine Catholic Monastery. For more information visitwww.poorrockabbey.com.","A balanced washed process Costa Rica cup, lively, accessible, engaging.","8.0,8.0,8.0,9.0,8.0"
808,Honeymoon Espresso,Kenya; Ethiopia; Colombia,92,Choosy Gourmet,9.0,0.0,8.0,9.0,8.0,"Evaluated as espresso. Deeply sweet, pungent. Maraschino cherry, dark chocolate, narcissus, aromatic cedar, cashew in aroma and small cup. Satiny mouthfeel; cherry, chocolate and cashew all carry into a cleanly rich finish. The cherry notes turn gently tart and the chocolate crisp in three parts milk. ","A complex blend combining four coffees processed by a variety of methods from three distinguished origins. Choosy Gourmet is a cafe in Kaohsiung, Taiwan, where founder Howard Hung’s mission is to highlight the “living soul” of each coffee. Visit www.choosygourmet.com, https://www.facebook.com/choosy.gourmet, email [email protected] or call +886-7-3509609 for more information.","A richly dessert-like straight shot, animated by suggestions of maraschino cherry and chocolate. Turns pleasingly crisp and lively in cappuccino-scaled milk.","9.0,0.0,8.0,9.0,8.0"
809,Zoom Espresso,Honduras; Ethiopia; Brazil,93,Zuco Coffee Roasters,9.0,0.0,8.0,9.0,8.0,"Evaluated as espresso. Rich, winey, floral. Baking chocolate, lightly scorched fir, port wine, pineapple guava, pronounced lily in aroma and small cup. Thick syrupy mouthfeel; guava and lily carry into a balanced finish. The chocolate sweetens and flavors layer in three parts milk.","Zoom is a signature espresso blend from Zuco, a Hong Kong-based roaster specializing in refined single-origin coffees and award-winning espresso blends. Visit zucocoffee.com for further information. ","A complex, lively espresso very lightly touched by the roast and rich with wine-like fruit and floral nuance. ","9.0,0.0,8.0,9.0,8.0"
810,Zenith Blend,Panama; Brazil; Indonesia,92,Zuco Coffee Roasters,8.0,0.0,8.0,9.0,8.0,"Evaluated as espresso. Roast-rounded, chocolaty, fruit-resonant. Scorched oak, nut-toned chocolate, molasses, dried pineapple, hints of lily in aroma and small cup. Lightish though velvety mouthfeel. The finish consolidates around cocoa and molasses with a hint of smoke. Sweetness and complexity carry through nicely in three parts milk.","Zenith is a signature espresso blend from Zuco, a Hong Kong-based roaster specializing in refined single-origin coffees and award-winning espresso blends. Visit zucocoffee.com for further information. ","An attractively accessible and classically oriented espresso, which showcases balanced roastiness with prominent chocolate and quietly complex aromatics.","8.0,0.0,8.0,9.0,8.0"
811,Elida Natural Dragonfly Lot,"Alto Quiel, Panama",95,Dragonfly Coffee Roasters,9.0,9.0,9.0,9.0,9.0,"Rich-toned, fruit-forward, sweetly fermenty. Ripe blueberry, dark chocolate, Bourbon barrel, gardenia, molasses in aroma and cup. Sweet in structure with winy acidity; full, lightly syrupy mouthfeel. Resonant, flavor-saturated finish. ","This exceptional coffee was selected as the No. 24 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Produced by the Lamastus family of Elida Estate entirely of the Catuai variety of Arabica and processed by the natural method (dried in the whole fruit). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.",A decidedly fruit-centered coffee with pleasing sweet ferment and rich chocolate notes throughout.,"9.0,9.0,9.0,9.0,9.0"
812,Organic Ethiopia Yirgacheffe FTO,"Yirgacheffe growing region, southern Ethiopia",93,Beachcomber Coffee,9.0,9.0,8.0,9.0,8.0,"High-toned, crisply sweet-tart. Apricot, cocoa nib, Meyer lemon zest, cedar, lilac in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; full, satiny mouthfeel. The finish centers around notes of apricot and cocoa with lilac undertones.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the wet or washed method (fruit skin and pulp are removed before drying). Organic and fair trade certified. Beachcomber Coffee is a craft coffee company founded in 2015 and based in Gibsons on the southwest coast of British Columbia. For more information, visit www.beachcombercoffee.com.",A classic washed process Yirgacheffe cup: juicy and bright with citrus and stonefruit notes throughout and a cocoa throughline.,"9.0,9.0,8.0,9.0,8.0"
813,Guatemala Maravillas,"Quiché, northern Guatemala",88,Telluride Coffee Roasters,8.0,7.0,8.0,8.0,7.0,"Crisp, nut-toned. Pecan, raisin, ripe banana, brown sugar, a sweet hint of narcissus in aroma and cup. Bittersweet in structure, with a savory edge. Full, almost chewy mouthfeel. Nut notes prevail in a rich though drying finish. ",Produced from trees of the Caturra variety. Processed by the washed method (fruit skin and pulp are removed before drying). Telluride is an artisan roaster situated at high elevations in Colorado offering an attractive range of single-origins and blends. Visit www.telluridecoffeeroasters.net for more information.,"A sturdy, bittersweet cup, roundly raisiny and nut-toned.","8.0,7.0,8.0,8.0,7.0"
814,Espresso Supremo,Not disclosed,90,Java D'oro Gourmet Coffee,8.0,0.0,8.0,8.0,8.0,"Evaluated as espresso. Crisp, chocolaty, sweetly nut-toned. Baking chocolate, hazelnut, rhododendron, date, gently scorched oak in aroma and cup. Full velvety mouthfeel. Smoky, nut-toned finish with chocolate undertones. Baking chocolate, hazelnut and scorched oak carry pleasingly into three parts milk.","Java D’oro Gourmet Coffee is a family-owned specialty coffee roaster in Cape Coral, Florida founded by the Latassa family in 1998. Visit www.javadoro.com for more information.","A balanced espresso blend designed as a classic Italian espresso: chocolaty, richly nut-toned, accessible.","8.0,0.0,8.0,8.0,8.0"
815,Kona Laurina Pointu,"Kona, Hawaii",94,Kona Farm Direct,9.0,9.0,9.0,9.0,8.0,"Intricate, pungent, deeply floral. Peach, pear, honeysuckle, black walnut, musk in aroma and cup. Brisk but very sweet in structure with a savory edge; satiny, lively mouthfeel. Crisp, flavor-saturated finish. ","Bourbon Pointu, botanical name var. Laurina, is a natural mutation of the famous Bourbon variety, first selected on Reunion Island in the Indian Ocean. The Bourbon Pointu is famous for its natural low levels of caffeine, bean shape (small and tending to be pointed at the ends, hence “pointu”), and pungently fruit-toned, Bourbon-like cup. This version was grown in Kona. This lot consists of a blend of two different processing methods, natural and washed. Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for further information.","An unusual and compelling coffee: brisk but very sweet, with peach and deep, musky florals. ","9.0,9.0,9.0,9.0,8.0"
